pathway	pval	padj	log2err	ES	NES	size	leadingEdge
BIOCARTA_CCR5_PATHWAY	0.990297339593114	1	0.0109915279400664	-0.184721710137165	-0.49425813854813	16	PRKCB MAPK8
BIOCARTA_CD40_PATHWAY	0.797164667393675	1	0.0224458846978827	0.260522354950671	0.758117459216081	15	CD40LG TRAF3 DUSP1
BIOCARTA_CDC25_PATHWAY	0.0815656565656566	0.837582817421527	0.0790299034720993	0.587250136199011	1.46790459444406	9	MYT1 CDC25C CDC25A
BIOCARTA_CDC42RAC_PATHWAY	0.856893977103036	1	0.0199118866491406	0.282733380674059	0.680630214079268	8	PAK1 WASL CDC42 RAC1 RHOA PIK3CA PIK3R1 PDGFRA
BIOCARTA_CDK5_PATHWAY	0.805060471037556	1	0.0142594959435372	-0.301945571928947	-0.753202697455475	12	CDK5 MAPK1 RAF1 CDK5R1 MAPK3 DPM2
BIOCARTA_CDMAC_PATHWAY	0.829175876223555	1	0.0137190197262754	-0.279457517146466	-0.735139976364198	15	PRKCB MAPK1 RAF1 MAPK3 TNF NFKB1 RELA
BIOCARTA_CELL2CELL_PATHWAY	0.0154040404040404	0.544966499966759	0.184915881971771	0.698217910016881	1.74528231644305	9	ACTN3 ACTN2 PECAM1
BIOCARTA_CELLCYCLE_PATHWAY	0.999125364431487	1	0.0199826536680216	0.126558058167505	0.414733365810778	23	CDK4 CDC25A CDKN2B CCND3 CCND1 CDKN1B CCNB1 CDK1 CDKN2C
BIOCARTA_CERAMIDE_PATHWAY	0.651747394236665	1	0.0167760125702278	-0.30568069443307	-0.87335028919371	21	MAP3K1 MAPK1 RAF1 MAPK8 AIFM1 NSMAF MAPK3 BCL2 RIPK1 NFKB1 RELA
BIOCARTA_CFTR_PATHWAY	0.892732702837233	1	0.0192926879557195	0.271043863003223	0.652489784053579	8	PRKAR1B ADRB2 PRKAR1A EZR
BIOCARTA_CHEMICAL_PATHWAY	0.151486988847584	0.967153782535416	0.0438309371634251	-0.466922940169342	-1.28743152681604	18	CASP9 APAF1 PRKCB TP53 BCL2 EIF2S1 ATM CASP3
BIOCARTA_CHREBP_PATHWAY	0.0789544597143627	0.828461670683364	0.0831123213823906	0.502123628262014	1.42965199342267	14	ACSBG1 ACSM1 PRKAR1B PRKAG1 PRKAB1 GNAS
BIOCARTA_CIRCADIAN_PATHWAY	0.49481302774427	1	0.028406475599715	0.437838085689778	0.959023839695279	6	PER1 ARNTL
BIOCARTA_CK1_PATHWAY	0.709184494129001	1	0.0162480721593197	-0.339648797764327	-0.825323572843356	11	CDK5 CDK5R1 PRKAR2B CSNK1D PPP3CA PPP2CA PRKACB PRKAR2A
BIOCARTA_CLASSIC_PATHWAY	0.0371212121212121	0.666049595315998	0.11831785640414	0.646662077397736	1.61641211462093	9	C1QB C3 C5 C1QA C1R
BIOCARTA_COMP_PATHWAY	0.0064550833781603	0.406691340436075	0.297232921999731	0.671430892872667	1.81042873239121	12	MASP1 C1QB C3 C5 C1QA CFD C1R
BIOCARTA_CPSF_PATHWAY	0.219298245614035	1	0.0369230408146938	-0.535515742305442	-1.22531343468173	9	PAPOLA PABPN1 CPSF2 CSTF2 CSTF3 CSTF1
BIOCARTA_CREB_PATHWAY	0.866676894752992	1	0.0126631443521395	-0.250931491565351	-0.709148980324135	20	PRKCB MAPK1 SOS1 MAPK3 PRKAR2B PIK3R1 AKT1 RPS6KA5 RPS6KA1 PIK3CA GRB2 PRKACB PRKAR2A
BIOCARTA_CREM_PATHWAY	0.649839572192513	1	0.0218425698601399	0.574021914223673	0.883991099488728	2	CREM XPO1
BIOCARTA_CSK_PATHWAY	0.124365482233503	0.955145889309239	0.067207783715993	0.434545080020105	1.32706951234499	18	HLA-DRA CD3D LCK PRKAR1B CD3E CD4 CD247
BIOCARTA_CTBP1_PATHWAY	0.444575471698113	1	0.0240981129539853	-0.485337260746613	-1.03104575819386	7	CDH1 ZEB1
BIOCARTA_CTCF_PATHWAY	0.501316944688323	1	0.0317375395860154	0.291054619411097	0.965000933789213	24	MTOR SMAD5 TGFB2 CD79B TGFBR1
BIOCARTA_CTLA4_PATHWAY	0.0554761223906205	0.794357524800605	0.102704812014747	0.478524327839394	1.48160885210134	19	ICOS HLA-DRA CD3D LCK CD3E CD247 CD86 CD28
BIOCARTA_CTL_PATHWAY	0.167208672086721	0.975772689916709	0.0562847952048854	0.459560927340543	1.27322187353656	13	CD3D CD3E PRF1 CD247 HLA-A B2M ITGAL
BIOCARTA_CXCR4_PATHWAY	0.683203732503888	1	0.0163009080524866	-0.312905808736465	-0.851539377217337	17	PRKCB MAPK1 RAF1 MAPK3 PTK2B NFKB1 PIK3R1 RELA
BIOCARTA_CYTOKINE_PATHWAY	0.658559847401049	1	0.0171556471516996	-0.335735346487815	-0.869678229634063	14	IL13 IL10 IL1A TXLNA TNF CXCL8 IL3 IL16 IL6
BIOCARTA_D4GDI_PATHWAY	0.492520687460216	1	0.0215517094121128	-0.39368800463585	-0.9820540342859	12	CASP9 APAF1 GZMB CASP3 CASP1
BIOCARTA_DC_PATHWAY	0.478938165633445	1	0.0219723546102189	-0.383211282380355	-0.99265839335282	14	CSF2 IL13
BIOCARTA_DEATH_PATHWAY	0.80840361000148	1	0.0131465741918378	-0.250986205901346	-0.772203787221521	29	CASP9 APAF1 SPTAN1 XIAP TNFSF10 DFFA CHUK BCL2 CASP3 RIPK1 NFKB1 RELA
BIOCARTA_DICER_PATHWAY	0.213879800241088	1	0.0383193002410292	-0.642108137629711	-1.23301246385312	5	AGO2 AGO1 DICER1 AGO3 AGO4
BIOCARTA_DNAFRAGMENT_PATHWAY	0.188453337707069	0.988862294012368	0.0400515076935877	-0.533098223420767	-1.25825788157787	10	TOP2B HMGB1 TOP2A DFFA GZMB
BIOCARTA_DREAM_PATHWAY	0.681177976952625	1	0.0239685241368962	0.322654556182368	0.830416859210283	10	CREM PRKAR1B FOS
BIOCARTA_DSP_PATHWAY	0.668740666998507	1	0.0238038790033286	0.346083277877516	0.83313379887952	8	DUSP6 DUSP1
BIOCARTA_ECM_PATHWAY	0.960192069392813	1	0.01129864684607	-0.213481756075632	-0.588626343936198	18	ROCK1 MAPK1 RAF1 PIK3CG MAPK3
BIOCARTA_EDG1_PATHWAY	0.227523780300706	1	0.034580808198191	-0.423289821107734	-1.19624501152722	20	PRKCB MAPK1 PIK3CG MAPK3 PDGFRA ITGAV ASAH1 S1PR1 PIK3R1 AKT1
BIOCARTA_EEA1_PATHWAY	0.173617169778398	0.982461753376628	0.043413743815434	-0.702893420460784	-1.2640945729412	4	EEA1 RAB5A
BIOCARTA_EFP_PATHWAY	0.766197183098592	1	0.0147320446455985	-0.293404084166256	-0.785058542251207	16	ESR1 CDK5 CDK3 CCNB2 CDK7 TP53
BIOCARTA_EGFR_SMRTE_PATHWAY	0.333333333333333	1	0.0370035891842464	0.438667694952031	1.09650434314425	9	ZBTB16 RARA MAP2K1 RXRA
BIOCARTA_EGF_PATHWAY	0.452215857702743	1	0.0220403904954215	-0.339836676433126	-1.00953138134802	25	MAP3K1 PRKCB JAK1 RAF1 MAPK8 RASA1 SOS1 MAPK3 ELK1 PIK3R1 CSNK2A1
BIOCARTA_EICOSANOID_PATHWAY	0.393057110862262	1	0.0357051552759562	0.347705860335456	1.04478801307716	17	TBXAS1 PTGS2 PTGS1 PLA2G4A EPHX2
BIOCARTA_EIF2_PATHWAY	0.0715105789732655	0.823579613636282	0.0676101640365674	-0.609870373609876	-1.43946119236978	10	EIF2AK2 EIF2AK3 EIF2AK4 EIF2S2
BIOCARTA_EIF4_PATHWAY	0.69780888618381	1	0.0156772383788356	-0.289887122708945	-0.844379445922314	23	IRS1 PRKCB PDPK1 MAPK1
BIOCARTA_EIF_PATHWAY	0.776369327073553	1	0.0145417348582866	-0.289826836219619	-0.775486933641059	16	EIF3A EIF1AX EIF2S2
BIOCARTA_EOSINOPHILS_PATHWAY	0.39221256684492	1	0.0260553929502849	-0.485333976129743	-1.07292046944073	8	CSF2
BIOCARTA_EPHA4_PATHWAY	0.60801393728223	1	0.0253775583788184	0.365244164047513	0.87926021672499	8	EPHB1 FYN ITGB1 SELP
BIOCARTA_EPONFKB_PATHWAY	0.716581925537149	1	0.0163805633387207	-0.345696880490159	-0.815939362398336	10	JAK2 HIF1A
BIOCARTA_EPO_PATHWAY	0.62453531598513	1	0.0175542038564671	-0.321974884870966	-0.887770940265881	18	JAK2 RAF1 MAPK8 STAT5B SOS1 MAPK3 ELK1
BIOCARTA_ERAD_PATHWAY	0.426079496711467	1	0.0344852766047729	0.328331968682732	1.01658269585713	19	FBXO2 UGGT1 RBX1
BIOCARTA_ERBB3_PATHWAY	0.0246747420367878	0.608022071307301	0.137111915255226	0.881359509373999	1.54073436987527	3	UBE2D1 NRG1 ERBB3
BIOCARTA_ERBB4_PATHWAY	0.68789482670309	1	0.0175651513263851	-0.415456066436772	-0.842064343648608	6	PRKCB NRG3
BIOCARTA_ERK5_PATHWAY	0.881099984104276	1	0.0129384085921383	-0.264640856737403	-0.685517310536081	14	NTRK1 MAPK1 PIK3CG MAPK3 PIK3R1 AKT1 RPS6KA1 PIK3CA GRB2
BIOCARTA_ERK_PATHWAY	0.996507213363705	1	0.0104442726900538	-0.161593027294839	-0.475079532363306	24	MAPK1 RAF1 SOS1 MAPK3 IGF1R PDGFRA ELK1 DPM2
BIOCARTA_ERYTH_PATHWAY	0.632137686987293	1	0.0179318521717875	-0.363927867808599	-0.884320068535816	11	CSF2
BIOCARTA_ETC_PATHWAY	0.611363636363636	1	0.0255297015133052	0.351303921035215	0.878127748205489	9	SLC25A4 SDHB SDHA SDHC NDUFA1
BIOCARTA_ETS_PATHWAY	0.746500777604977	1	0.0150178965851193	-0.295441336157593	-0.804011700555484	17	HDAC2 ETS1 SIN3A DDX20
BIOCARTA_EXTRINSIC_PATHWAY	0.313977991102786	1	0.0366681675485412	0.606262477482875	1.15947546731621	4	F2R F5 TFPI
BIOCARTA_FAS_PATHWAY	0.549644339063426	1	0.0187913895287776	-0.304704039651534	-0.943128335039058	30	MAP3K1 LMNB1 DAXX SPTAN1 MAPK8 DFFA
BIOCARTA_FBW7_PATHWAY	0.557828282828283	1	0.0270981378227699	0.366218726100732	0.915409154426382	9	FBXW7 CDC34 CUL1 TFDP1 E2F1 SKP1 RB1 CCNE1 CDK2
BIOCARTA_FCER1_PATHWAY	0.771606728538283	1	0.013530392137031	-0.250862697941114	-0.810366972673842	37	MAP3K1 PRKCB MAP2K7 MAPK1 RAF1 BTK MAPK8 SOS1 NFATC4 PIK3CG MAPK3 ELK1 NFATC2 PIK3R1 SYK
BIOCARTA_FEEDER_PATHWAY	0.990408263649779	1	0.0175724549069424	0.207115612667345	0.478278867784228	7	TPI1 PYGM PGM1
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.0424607961399276	0.70438791190029	0.107942085094929	0.719216721481528	1.57534486914638	6	SERPINE1 F2R F13A1
BIOCARTA_FLUMAZENIL_PATHWAY	0.786435786435787	1	0.0164105595408173	-0.479504441947044	-0.791427286191844	3	PRKCE
BIOCARTA_FMLP_PATHWAY	0.974056603773585	1	0.010338011832656	-0.189958833833896	-0.595911096553328	32	MAP3K1 MAPK1 RAF1 NFATC4 MAPK3 NCF2 ELK1 NFATC2 NFKB1 RELA
BIOCARTA_FOSB_PATHWAY	0.759757738896366	1	0.0201613790548869	0.423675070622153	0.740640721549058	3	FOSB JUND
BIOCARTA_FREE_PATHWAY	0.925686858656074	1	0.012808004671676	-0.266883299232017	-0.610655609550043	9	GSR TNF NFKB1 CXCL8 RELA
BIOCARTA_FXR_PATHWAY	0.537110746897682	1	0.0264458167769808	0.484820341237643	0.927217686396893	4	ABCA1 RXRA
BIOCARTA_G1_PATHWAY	0.957234391297869	1	0.01076557638648	-0.202899876979972	-0.619068961453721	28	ABL1 SKP2 ATR TP53 CCNA1 ATM CDKN2A
BIOCARTA_G2_PATHWAY	0.556043312847527	1	0.0297929386876958	0.280912472735293	0.931374320912974	24	MYT1 CDC25C GADD45A CDC25A
BIOCARTA_GABA_PATHWAY	0.950270458907695	1	0.0131943800771463	-0.321123612107118	-0.577513750294852	4	NSF UBQLN1 GPHN
BIOCARTA_GATA3_PATHWAY	0.710057288351369	1	0.0160745533459288	-0.331012801696704	-0.825710850924222	12	IL13
BIOCARTA_GCR_PATHWAY	0.710641627543036	1	0.0158200612917092	-0.309056812513041	-0.826940399939383	16	NR3C1 NPPA HSP90AA1 PIK3CG NFKB1 PIK3R1 RELA AKT1
BIOCARTA_GHRELIN_PATHWAY	0.634776192818495	1	0.0244632244059292	0.371087293329945	0.85692820650861	7	IGFBP3 IGFBP2 IGF1
BIOCARTA_GH_PATHWAY	0.267498478393183	1	0.0312434265369516	-0.3972495493683	-1.15710332785384	23	IRS1 JAK2 PRKCB MAPK1 RAF1 STAT5B SOS1 PIK3CG MAPK3
BIOCARTA_GLEEVEC_PATHWAY	0.454503956177724	1	0.0221088065811038	-0.345899112646574	-1.00753044271918	23	JAK2 MAP3K1 RAF1 MAPK8 STAT5B SOS1 PIK3CG MAPK3
BIOCARTA_GPCR_PATHWAY	0.999850990910445	1	0.0101037488771983	-0.115225737369797	-0.351565898550549	28	PRKCB RAF1 NFATC4 MAPK3 PRKAR2B ELK1 NFATC2
BIOCARTA_GRANULOCYTES_PATHWAY	0.992687966936894	1	0.0111886486903307	-0.181470069730501	-0.470074332731957	14	ITGAM SELL IL1A TNF CXCL8
BIOCARTA_GSK3_PATHWAY	0.460656753407683	1	0.0221776070572722	-0.364760712218238	-1.00574291869943	18	EIF2AK2 FZD1 PDPK1 WNT1 APC MYD88 CTNNB1 NFKB1 PIK3R1 RELA AKT1
BIOCARTA_HBX_PATHWAY	0.561731431382194	1	0.0265208488012292	0.392776246871321	0.907013122897096	7	HRAS LAMTOR5
BIOCARTA_HCMV_PATHWAY	0.361275272161742	1	0.026230699375173	-0.39724445071722	-1.08105788618223	17	MAP3K1 MAPK1 PIK3CG MAPK3 NFKB1 PIK3R1 RELA AKT1 PIK3CA SP1 MAP2K3 RB1
BIOCARTA_HDAC_PATHWAY	0.885864793678666	1	0.0218995056566159	0.217484008528785	0.721075211721916	24	HDAC5 IGF1 MAP2K6 CALM1
BIOCARTA_HER2_PATHWAY	0.267627222562845	1	0.0313734505893443	-0.405207431264408	-1.15770486564272	21	EP300 ESR1 GRIP1 MAPK1 RAF1 SOS1 PIK3CG MAPK3 ERBB2
BIOCARTA_HES_PATHWAY	0.63621453173692	1	0.0181250179253877	-0.371181644036283	-0.876090387450148	10	FZD1 WNT1 NOTCH2
BIOCARTA_HIF_PATHWAY	0.0718486727070418	0.823579613636282	0.0663458340758821	-0.548077507646809	-1.41972265219869	14	EP300 EDN1 COPS5 HIF1A ASPH HSP90AA1
BIOCARTA_HIVNEF_PATHWAY	0.172782037239869	0.982461753376628	0.0379709017537109	-0.346205498595719	-1.21531399317713	56	CASP9 CDK11B MAP3K1 APAF1 LMNB1 CDK11A BAG4 DAXX SPTAN1 MAP2K7 XIAP MAPK8 DFFA RASA1
BIOCARTA_HSP27_PATHWAY	0.226235741444867	1	0.0353542822631721	-0.47637290136806	-1.21117234744741	13	CASP9 APAF1 DAXX IL1A BCL2 CASP3 TNF
BIOCARTA_HSWI_SNF_PATHWAY	0.0108211330362826	0.489158272152979	0.175004015942342	-0.665687476891677	-1.66055623884137	12	NR3C1 SMARCD1 SMARCC1 TBP NF1 SMARCB1 SMARCE1 ARID1A
BIOCARTA_IFNA_PATHWAY	0.0640161725067386	0.811532452353124	0.0726386507219513	-0.679458255559774	-1.44343451229568	7	IRF9 JAK1
BIOCARTA_IFNG_PATHWAY	0.0119515110124637	0.489158272152979	0.172450317477257	-0.792506598795152	-1.60628668796486	6	IFNGR1 JAK2 JAK1
BIOCARTA_IGF1MTOR_PATHWAY	0.934511913912375	1	0.0115882875996984	-0.225893409621225	-0.631160852494174	19	INPPL1 PDPK1 EIF2S2 EIF2S1 IGF1R EIF4EBP1 PIK3R1 AKT1 PTEN PPP2CA PIK3CA
BIOCARTA_IGF1R_PATHWAY	0.737124463519313	1	0.0149908483997974	-0.285751094483469	-0.816410082643276	21	IRS1 MAPK1 RAF1 SOS1 MAPK3 IGF1R PRKAR2B
BIOCARTA_IGF1_PATHWAY	0.482832618025751	1	0.0212774636232108	-0.345100923303684	-0.985976532562085	21	IRS1 RAF1 MAPK8 RASA1 SOS1 PIK3CG MAPK3 IGF1R ELK1 PIK3R1 CSNK2A1
BIOCARTA_IL10_PATHWAY	0.992078580481622	1	0.0111481350468284	-0.183751254826034	-0.467185345797206	13	JAK1 IL10 IL1A BLVRB TNF
BIOCARTA_IL12_PATHWAY	0.47978478093774	1	0.0214212990858571	-0.354470207425455	-0.990412773341111	19	IL12RB2 JAK2 MAPK8 ETV5 STAT4 IL18R1 IL12RB1 CD3G
BIOCARTA_IL17_PATHWAY	0.20189701897019	1	0.0508678015760926	0.445230155065989	1.23351820936689	13	CD3D CD2 IL17A CD3E CD4 CD247 CD8A
BIOCARTA_IL1R_PATHWAY	0.922029886077822	1	0.0112196794710378	-0.218679908497608	-0.672807706402335	29	IRAK3 MAP3K1 IL1RAP MAPK8 TAB1 IL1A CHUK MYD88 TNF NFKB1 RELA IKBKB
BIOCARTA_IL22BP_PATHWAY	0.101952995696789	0.898673271542672	0.0563335007829073	-0.601359281119966	-1.37597001920919	9	JAK2 JAK1 STAT5B
BIOCARTA_IL2RB_PATHWAY	0.405307424593968	1	0.0231664106614501	-0.320651033782835	-1.03580568041379	37	IRS1 CBL JAK1 MAPK1 RAF1 STAT5B SOS1 IKZF3 PIK3CG MAPK3 BCL2
BIOCARTA_IL2_PATHWAY	0.939147762109135	1	0.0114719506524417	-0.222615423261164	-0.636027226530286	21	JAK1 RAF1 MAPK8 STAT5B SOS1 MAPK3 ELK1 CSNK2A1 SYK
BIOCARTA_IL3_PATHWAY	0.754728977904944	1	0.0151752164463014	-0.306481302431744	-0.793899478571747	14	JAK2 RAF1 STAT5B SOS1 MAPK3
BIOCARTA_IL4_PATHWAY	0.0600295227160899	0.811532452353124	0.0740705739921772	-0.61903056862704	-1.46108176259636	10	IRS1 JAK1 IL4R
BIOCARTA_IL5_PATHWAY	0.0681818181818182	0.823579613636282	0.0866887573078026	0.600754420144131	1.50166022807579	9	HLA-DRA IL1B CD4 CCR3
BIOCARTA_IL6_PATHWAY	0.806100551808706	1	0.0136997775820789	-0.267461367544142	-0.764155103501201	21	JAK2 JAK1 RAF1 SOS1 MAPK3 ELK1
BIOCARTA_IL7_PATHWAY	0.314084507042254	1	0.0287956022589584	-0.419626546678071	-1.12279079536713	16	CREBBP EP300 JAK1 IL7 STAT5B PIK3CG BCL2 PTK2B PIK3R1
BIOCARTA_INFLAM_PATHWAY	0.500075838010011	1	0.0205733086795682	-0.337222194529685	-0.975205090146654	22	CSF2 IL13 IL10 IL7
BIOCARTA_INSULIN_PATHWAY	0.430039889536668	1	0.0231204769713147	-0.363793562548009	-1.02810465246933	20	IRS1 RAF1 MAPK8 RASA1 SOS1 PIK3CG MAPK3 ELK1 PIK3R1 CSNK2A1
BIOCARTA_INTEGRIN_PATHWAY	0.748506758880855	1	0.0258111331089998	0.23515187584398	0.839310949791317	33	ACTN3 ACTN2 HRAS ZYX FYN TNS1 ITGB1
BIOCARTA_INTRINSIC_PATHWAY	0.0391805377720871	0.676218317572467	0.115931642749028	0.617893272755207	1.59027350166575	10	COL4A5 F2R COL4A3 SERPING1 F5 F8
BIOCARTA_ION_PATHWAY	0.564835543309799	1	0.0206526987152435	-0.490122720449562	-0.941161445738305	5	PRKCB P2RY2 PTK2B
