pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.566588785046729	0.742151507173885	0.328323353028418	0.933840035392519	4364	17	HSD17B12 SRD5A3 HSD17B8 COMT UGT2B17
KEGG_OXIDATIVE_PHOSPHORYLATION	0.0001056970721911	0.003174223936379	0.614827881698516	2.46409609701014	0	116	ATP5ME NDUFV1 COX17 NDUFB2 NDUFA3 NDUFA6 NDUFS5 NDUFA1 NDUFS3 UQCRC1 ATP6V0B COX6B1 SDHB NDUFS6 COX7B CYC1 NDUFB3 NDUFB7 NDUFB9 ATP5F1D ATP6V1B2 NDUFA4 UQCRQ ATP5PO NDUFB1 UQCRB PPA1 ATP5MC1 ATP6V0E1 NDUFS8 COX7A2L NDUFB4 ATP6V0E2 ATP6V0D1 COX7A2 ATP5MC2 COX4I1 ATP6V1F COX7C UQCRH ATP5F1E NDUFB10 ATP5PF ATP5F1A ATP5PB COX5B COX6A1 NDUFB5 ATP6V0A1 NDUFV3 ATP5PD UQCR10 ATP6V1C1 COX15 NDUFA2 UQCRFS1 ATP5MG ATP6V1E1 NDUFA5 ATP5F1C NDUFA10 COX6C NDUFA8 NDUFB8 TCIRG1 COX8A MT-CO2 NDUFC1 NDUFA4L2 UQCRHL MT-CO3 ATP6V0C ATP5MF UQCR11 PPA2 SDHA SDHC
KEGG_PURINE_METABOLISM	0.000524879277766114	0.00753829942449542	0.393023133707609	1.59384094804662	4	131	POLR2G POLR2E POLR2F GUCY1A1 POLR2I IMPDH2 POLE4 GMPR POLR2L POLE2 APRT POLD2 NUDT2 POLR2H POLR2K PNP ATIC GUK1 POLA2 ADA ITPA POLR3H POLR3K POLD4 POLR1C ENPP3 NME4 PDE6G ENTPD1 POLR3C ZNRD1 POLR2J PFAS NME3 AK2 RRM1 POLR1E NT5C DGUOK POLE POLR3B POLD1 PDE6B AMPD2 NUDT9 IMPDH1 GMPR2 PNPT1 CANT1 NME2 PPAT POLR3A PRIM2 POLR3D POLR2D NUDT5 POLR2C ENTPD6 ADPRM NME7 POLE3 AK7 ADCY5 POLR3F
KEGG_PYRIMIDINE_METABOLISM	0.000107665805340224	0.003174223936379	0.492859357669631	1.91435642205853	0	89	POLR2G POLR2E POLR2F POLR2I POLE4 POLR2L DTYMK POLE2 POLD2 TK1 NUDT2 DUT POLR2H POLR2K PNP TXNRD2 POLA2 ITPA POLR3H POLR3K POLD4 POLR1C CAD NME4 ENTPD1 POLR3C ZNRD1 POLR2J NME3 RRM1 POLR1E NT5C UCK1 POLE UPP1 POLR3B POLD1 TXNRD1 CTPS1 PNPT1 CANT1 NME2 POLR3A PRIM2 POLR3D POLR2D POLR2C DCTD ENTPD6 NME7 POLE3
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.116052728840705	0.273238070435077	0.420297263282025	1.31963151053263	941	26	GOT2 IL4I1 ALDH4A1 ABAT CAD ASL NIT2 GOT1 GFPT1 GPT2 PPAT GLS2 GLUL
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.18515272909364	0.358733412618928	0.404024133320365	1.23563104982104	1478	23	GAMT ALAS1 SHMT2 PSPH GLDC DLD SHMT1 CHDH GCAT PHGDH GATM CBS CTH PSAT1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.191942836023161	0.368055335054722	0.391526641389711	1.22929873289272	1557	26	MPST GOT2 SRM AHCY ADI1 IL4I1 SMS MTAP GOT1 TRDMT1 DNMT1 LDHB APIP
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.00546448087431694	0.035048049745619	0.470119190829705	1.63289071352405	46	43	ACADS ALDH2 HSD17B10 BCAT2 ALDH7A1 HADHB ECHS1 IL4I1 IVD ABAT ACAA2 ACADM MCCC1 HMGCL EHHADH ACAA1 DLD HADHA ALDH6A1 OXCT1 ACAT2 HADH MMUT BCAT1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.160039342419559	0.342153076896988	0.538301774857061	1.28541540785819	1138	9	PDHA1 BCAT2 LARS2 IARS1 BCAT1 LARS1 VARS1 IARS2
KEGG_LYSINE_DEGRADATION	0.38623660922217	0.588852535371506	0.306462100081844	1.05971846881163	3316	42	SETMAR SUV39H1 ALDH2 GCDH ALDH7A1 ECHS1 KMT5A SETD1B EHHADH HADHA KMT5C ACAT2 HADH DOT1L NSD1 NSD2 EHMT2 ALDH3A2 TMLHE SETD1A PLOD3 OGDHL EHMT1
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.0885928003740066	0.228864734299517	0.388570794190665	1.33678384106344	757	41	CKB GAMT ALDH2 GOT2 ALDH7A1 SRM PYCR3 PYCR1 ALDH4A1 SMS SAT1 NAGS ASL GOT1 ODC1 GLS2 GLUL ARG2 SAT2 PYCR2 GATM ALDH3A2 LAP3
KEGG_HISTIDINE_METABOLISM	0.250320924261874	0.423305072595368	0.405356752963696	1.18383477906554	1949	19	LCMT1 ALDH2 ALDH7A1 BUD23 METTL2B ALDH3B1 HEMK1 LCMT2 ALDH3A2 ACY3 ALDH9A1 METTL6 FTCD ALDH1B1
KEGG_TYROSINE_METABOLISM	0.021407110665999	0.0796344516775163	0.505490138276561	1.54594554810315	170	23	LCMT1 GOT2 BUD23 GSTZ1 IL4I1 METTL2B GOT1 ALDH3B1 HEMK1 COMT ADH5
KEGG_PHENYLALANINE_METABOLISM	0.0751141236685572	0.202481550758719	0.574965511289129	1.41358085332588	542	10	GOT2 IL4I1 PRDX6 GOT1 ALDH3B1
KEGG_TRYPTOPHAN_METABOLISM	0.219089714490503	0.391833527838784	0.35894730715009	1.19446768284967	1833	34	ACMSD ALDH2 GCDH ALDH7A1 AFMID ECHS1 IL4I1 AANAT KMO EHHADH HADHA ACAT2 WARS1 HADH
KEGG_BETA_ALANINE_METABOLISM	0.0121951219512195	0.0581613508442777	0.556824800151566	1.62619361697098	94	19	ALDH2 ALDH7A1 SRM ECHS1 SMS ABAT MLYCD ACADM EHHADH HADHA
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.119087199637298	0.276877739156718	0.662035287267063	1.31348216433191	787	5	GGT7 CSAD
KEGG_SELENOAMINO_ACID_METABOLISM	0.267150726089134	0.443661027255169	0.379194159568705	1.15969329263398	2133	23	LCMT1 BUD23 AHCY GGT7 SEPHS1 METTL2B MARS1 HEMK1 SCLY SEPHS2 LCMT2 CBS CTH
KEGG_GLUTATHIONE_METABOLISM	0.00235211101964013	0.0206736672735741	0.504470469956581	1.71852816452571	19	39	GSTM3 GPX1 IDH2 GSTA4 SRM GSTZ1 GGT7 PGD TXNDC12 GPX4 SMS GSS MGST3 RRM1 GGCT GSTM1 G6PD GSTP1 ODC1 GPX7
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.547444347717946	0.726862684635988	0.309219706357109	0.955123431001868	4401	24	GCK GYS1 ENPP3 GPI PGM1 GUSB GANC PGM2 UGT2B17 HK1 UGDH
KEGG_N_GLYCAN_BIOSYNTHESIS	0.338331008833101	0.528819896159301	0.310528263856707	1.09011447661239	2910	46	DPM2 DPM3 MAN1B1 MGAT3 DPM1 DDOST MAN1A1 ALG5 MGAT1 B4GALT3 RFT1 ALG2 ALG9 ALG3 B4GALT1 GANAB ALG14 MOGS DAD1 FUT8 ALG1 RPN1 ST6GAL1 MGAT2 ALG8
KEGG_OTHER_GLYCAN_DEGRADATION	0.105158467046811	0.254019154165023	0.500945196783041	1.35036427186999	792	14	GLB1 NEU1 MAN2B1 MANBA FUCA2 GBA MAN2B2 HEXB HEXA
KEGG_O_GLYCAN_BIOSYNTHESIS	0.789473684210526	0.908915855253597	0.254932466892302	0.773222170335018	6299	22	GALNT8 GALNT2 GALNT14 GALNT6 ST3GAL2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.0161609115219161	0.0658321224991617	0.445466232646801	1.54726224469529	138	43	GCK GALE RENBP CYB5R1 NANS FCSK GMPPA GALK1 NPL CYB5R3 GPI GFPT1 GMPPB PGM1 TSTA3 GNPDA1 NAGK MPI PGM2 HK1 PMM1 UGDH AMDHD2 GALK2 GNPNAT1 HK3 PGM3 HEXB GNPDA2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.174195223260644	0.351782682512733	0.442687683545658	1.25912299035984	1341	17	HYAL1 HYAL3 HYAL2 GLB1 HPSE GALNS GUSB ARSB
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.0735031847133758	0.202481550758719	0.472725662233231	1.39732718407749	576	20	XYLT1 B3GAT3 CHST12 B4GALT7 CHST15 CHSY1 CHPF2 CHST7 B3GALT6 CHST11
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.179879275653924	0.354017051975734	0.476330143844042	1.25784556705567	1340	13	ST3GAL2 B4GALT3 B4GALT1 B4GALT4 FUT8 CHST2 B3GNT7 ST3GAL1 B4GALT2 B3GNT2 ST3GAL3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.667394094993582	0.822088090521895	0.295755428432851	0.863746711301483	5198	19	XYLT1 B3GAT3 HS3ST1 B4GALT7 EXT2 B3GALT6
KEGG_GLYCEROLIPID_METABOLISM	0.52536231884058	0.718510230179028	0.28163666805108	0.968902842237022	4494	41	GPAT2 GLA AKR1B1 AGPAT2 ALDH2 ALDH7A1 AKR1A1 TKFC DGKZ DGKQ DGKG MGLL GPAT4 ALDH3A2 MBOAT1 MBOAT2 DGAT1 GPAM CEL DGKI AGPAT4 LCLAT1 ALDH9A1 AGPAT3
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.410311859776918	0.610544047348054	0.28972079040997	1.03997183839298	3604	52	ISYNA1 PIP5K1B IMPA2 SYNJ2 INPP4A INPP5K MIOX INPP1 TPI1 PIP5K1C INPP5J PIK3C2B PIP5K1A ALDH6A1 CDIPT INPP5B ITPK1 PLCG2 PI4KA PLCD1 PIK3CD PIK3CG PIK3C3 PLCB1 INPP5E ITPKB
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.0874269369481408	0.228864734299517	0.440710951104032	1.36127596994887	702	24	PIGV DPM2 PIGQ PIGO PIGS GPLD1 PIGP PIGK PIGL PIGC PIGH PIGT PIGW PIGZ PIGX GPAA1 PIGM PIGF PIGB
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.402082633523682	0.603123950285522	0.284267712118771	1.04772259191833	3590	62	GPAT2 PCYT2 AGPAT2 PLA2G12A CHKB PLA2G4B TAZ PLA2G15 DGKZ PTDSS1 PLA2G2D CDIPT DGKQ ETNK2 CHKA LPCAT1 DGKG GPD1 ADPRM LPGAT1 GPAT4 GNPAT PISD GPD1L PGS1 GPD2 MBOAT1 MBOAT2 PCYT1A GPAM DGKI AGPAT4 LCLAT1 LPCAT4 PLA2G6 AGPAT3
KEGG_ETHER_LIPID_METABOLISM	0.805637982195846	0.908915855253597	-0.210767111311029	-0.78957315963781	1628	22	PLPP3 PLPP1 PAFAH1B1 JMJD7-PLA2G4B ENPP2 CHPT1 LPCAT2 PAFAH2 AGPS
KEGG_ARACHIDONIC_ACID_METABOLISM	0.0522316043425814	0.161917973462002	0.437419396103959	1.42837208734678	432	31	GPX1 PLA2G12A GGT7 GPX4 PLA2G4B CYP2C8 CBR1 PTGES2 PLA2G2D CYP2E1 LTA4H GPX7 CBR3 LTC4S
KEGG_LINOLEIC_ACID_METABOLISM	0.224699124726477	0.391844376977523	0.483871275601108	1.22279913660402	1642	11	PLA2G12A PLA2G4B CYP2C8 PLA2G2D CYP2E1
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.175495292960517	0.351782682512733	0.531124795066772	1.26827743649115	1248	9	FADS2 PLA2G12A PLA2G4B PLA2G2D ACOX3 ACOX1
KEGG_SPHINGOLIPID_METABOLISM	0.523322227510709	0.718510230179028	0.290436107987271	0.970635057109652	4397	35	SPHK1 GLA SMPD2 GLB1 DEGS2 SMPD1 SMPD4 ASAH1 NEU1 CERK
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.876173096976017	0.942012693858608	0.245383878103846	0.68786678696815	6721	16	ST3GAL4 B4GALT3 B4GALT1 B4GALT4 GCNT2 B4GALT2 B3GNT2 B3GALT2 ST3GAL3
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.330962800875274	0.52614599113505	0.443637518326575	1.12112374040176	2419	11	GLA A4GALT NAGA ST3GAL2 GBGT1 B3GALNT1 HEXB HEXA ST3GAL1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.592482422931314	0.767473396011985	0.35412444143846	0.916576945305033	4381	12	ST6GALNAC6 GLB1 ST3GAL2 ST6GALNAC4 HEXB HEXA ST3GAL1
KEGG_PYRUVATE_METABOLISM	0.10147358332335	0.248343243396619	0.401218229886142	1.32734532149332	846	33	GRHPR AKR1B1 PDHA1 ALDH2 HAGHL ALDH7A1 MDH2 PCK2 DLD ACAT2 ACSS2 LDHB ACSS1 ACACB DLAT ALDH3A2 ACYP1 LDHA PKM MDH1 ACYP2 ALDH9A1
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.0535737965787031	0.162208116073453	0.539077245690114	1.45315427123116	403	14	GRHPR MTHFD1 AFMID MDH2 CS PGP MTHFD2L MTHFD1L
KEGG_PROPANOATE_METABOLISM	0.108202653799759	0.258021712907117	0.403953731925255	1.31909156384201	896	31	ALDH2 ALDH7A1 ECHS1 ABAT MLYCD SUCLG1 ACADM EHHADH HADHA ALDH6A1 ACAT2 ACSS2 LDHB MMUT ACSS1 ACACB PCCB
KEGG_BUTANOATE_METABOLISM	0.0086839530332681	0.0500442282176028	0.513397972890583	1.62904209530176	70	27	ACADS PDHA1 ALDH2 ACSM1 ALDH7A1 ECHS1 AACS ABAT HMGCL EHHADH HADHA OXCT1 ACAT2 HADH L2HGDH ACSM3
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.180815160955348	0.354017051975734	0.440467592061646	1.25280845229582	1392	17	MTHFD1 SHMT2 ATIC DHFR SHMT1 MTHFD2L MTHFD1L MTHFR MTHFS MTFMT GART MTHFD2 FTCD AMT
KEGG_RIBOFLAVIN_METABOLISM	0.432201158504476	0.628042308451817	0.375662856894658	1.03354176634124	3282	15	PHPT1 ENPP3 MTMR1 ACP5 ACP3 FLAD1 ACP1
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.0937579617834395	0.23889014920164	0.458759892883728	1.3560458432964	735	20	PNP ENPP3 NMNAT1 NADSYN1 NT5C NADK QPRT NMRK1 NNT
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.486009813022146	0.679682896406911	0.368405917802745	0.993087052517955	3664	14	BCAT2 PPCDC COASY ENPP3 PANK4 VNN2 BCAT1 DPYD PPCS PANK1
KEGG_FOLATE_BIOSYNTHESIS	0.55100880932083	0.726862684635988	0.41158553913976	0.949005644697462	3877	8	PTS QDPR DHFR SPR GGH ALPL
KEGG_RETINOL_METABOLISM	0.480108499095841	0.679682896406911	-0.26974321775752	-0.974136247641422	1061	19	RDH10 CYP26B1
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.00467171717171717	0.0310335497835498	0.574252333647593	1.7196452152284	36	21	UROD ALAS1 ALAD HMBS HCCS UROS BLVRB COX15 FTH1 MMAB BLVRA EPRS1 GUSB UGT2B17 COX10 HMOX1 PPOX EARS2
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.0643863179074447	0.187122736418511	0.544266065574576	1.43724403489769	479	13	DHDDS FDPS MVD PMVK IDI1 MVK ACAT2
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.120763591091437	0.277308986950708	0.543739604964548	1.33681043415898	872	10	ALDH2 ALDH7A1 ECHS1 EHHADH HADHA YOD1 ALDH3A2 ALDH9A1 ALDH1B1
KEGG_NITROGEN_METABOLISM	0.150901891772987	0.326369207788089	-0.358846107735867	-1.28172364903474	342	18	CA4 CA5B GLS GLUD1 CPS1
KEGG_SULFUR_METABOLISM	0.690821256038647	0.834368530020704	0.365580768164887	0.842931006046605	4861	8	CHST12 SUOX CHST11 BPNT1 PAPSS2
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.00316901408450704	0.0241558441558442	0.49551606594883	1.6969804428998	26	40	PARS2 AARS1 FARS2 DARS2 QARS1 KARS1 FARSA YARS1 TARS2 HARS1 RARS1 TARS1 NARS2 MARS1 GARS1 EPRS1 LARS2 IARS1 WARS1 RARS2 WARS2 CARS2 LARS1 FARSB HARS2 EARS2 MTFMT VARS1 IARS2 CARS1 AARS2
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.225415851272016	0.391844376977523	0.375694496837652	1.19210083139963	1842	27	GSTM3 GSTA4 GSTZ1 CYP2C8 MGST3 GSTM1 ALDH3B1 CYP2E1 GSTP1 ADH5 UGT2B17
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.0155332681017613	0.0656633606119908	0.495651556711366	1.57273166845313	126	27	FMO1 GSTM3 GSTA4 GSTZ1 CYP2D6 CYP2C8 MGST3 GSTM1 ALDH3B1 CYP2E1 GSTP1 ADH5 UGT2B17
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.165656565656566	0.350137741046832	0.422031353444597	1.26380713686876	1311	21	IMPDH2 TK1 ITPA TPMT UCK1 UPP1 GUSB IMPDH1 UGT2B17 DPYD CES2 UCKL1
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.0378343949044586	0.132777310419421	0.503844274575363	1.48931051908623	296	20	FADS2 TECR ACOT2 ACOT7 HSD17B12 ACAA1 HADHA PECR ACOX3 HACD1 ACOX1 FADS1 YOD1 ACOT1
KEGG_ABC_TRANSPORTERS	0.625363020329139	0.791275658375645	0.27898722416334	0.900181216262539	5167	29	ABCA6 ABCB7 ABCA7 ABCA9 ABCB8 ABCB6 ABCC2 ABCB9 TAP1 ABCG1 ABCD4
KEGG_RIBOSOME	0.000107991360691145	0.003174223936379	0.684861657598159	2.655276933565	0	88	RPL26L1 UBA52 RPS9 RPL24 RPL35 RPSA RPL32 RPL34 RPL18 RPLP0 RPL26 RPS21 RPS15 RPS26 RPL36 RPL12 RPL28 FAU RPL4 RPS18 RPL36AL RPL18A RPS24 RPL29 RPS16 RPL5 RPL8 RPS8 RPS15A RPS28 RPS27A RPS5 RPL27 RPL22 RPL21 RPL27A RPLP1 RPS3 RPS20 RPS27L RPL13 RPL37 RPS3A RPL10A RPLP2 RPS12 RPL6 RPL23A RPL17 RPL7A RPS19 RPS2 RPS25 RPS29 RPL13A RPS13 RPL3 RPL9 RPL14 RPL19 RPL36A RPL35A RPS11 RPL10L RPL7 RPS4X RPL23 RPS6 RPL37A RPS7 RPL39 RPL10
KEGG_RNA_DEGRADATION	0.394001131861913	0.595806589644844	0.290308515664407	1.05329011469598	3480	56	EXOSC4 EDC3 LSM2 LSM7 LSM6 EXOSC7 LSM3 EXOSC5 LSM4 PARN EXOSC1 EXOSC2 ENO1 DCPS HSPA9 EXOSC9 EXOSC3 PNPT1 CNOT9 EXOSC8 WDR61 ZCCHC7 HSPD1 EXOSC6
KEGG_RNA_POLYMERASE	0.000605033881897386	0.00796403339755941	0.555881572398626	1.79360955126303	4	29	POLR2G POLR2E POLR2F POLR2I POLR2L POLR2H POLR2K POLR3H POLR3K POLR1C POLR3C ZNRD1 POLR2J POLR1E POLR3B POLR3A POLR3D POLR2D POLR2C POLR3F
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.550301568154403	0.726862684635988	0.291322762426923	0.95130052751588	4561	31	TAF10 GTF2B GTF2F1 TAF6 GTF2H2 TAF6L GTF2F2 GTF2A1 GTF2IRD1 TAF5L STON1 TAF11 TAF9B GTF2I TAF7
KEGG_DNA_REPLICATION	0.000237981913374584	0.00491829287640806	0.565218458887	1.88895538823725	1	35	POLE4 RFC2 DNA2 POLE2 POLD2 SSBP1 FEN1 RPA3 RPA2 POLA2 MCM5 MCM3 POLD4 MCM7 LIG1 MCM6 POLE PCNA POLD1 RNASEH2C MCM2 RFC4 PRIM2 RFC5 RPA1 POLE3
KEGG_SPLICEOSOME	0.0989068740803027	0.245289047719151	0.310435131305012	1.25226426828675	940	123	ALYREF CTNNBL1 PRPF31 LSM2 TXNL4A PHF5A ISY1 SNRPD2 LSM7 SNRPC PPIE SNRPG DHX38 SNRNP40 XAB2 LSM6 USP39 LSM3 PPIH SF3B5 PRPF38A MAGOHB SF3B3 SNRPD3 SF3A2 SNRPA SNRPB SNU13 LSM4 CWC15 PQBP1 NCBP1 SART1 HSPA8 RBM8A DHX8 U2AF2 SRSF4 PRPF4 CCDC12 SNRPB2 DHX16 SNRPF SF3B2 SF3A1 EIF4A3 PRPF6 DDX23 PUF60 WBP11 EFTUD2 SYF2 SRSF3
KEGG_PROTEASOME	0.000348796651552145	0.0064876177188699	0.513372634042483	1.78312526494798	2	43	PSMC3 IFNG PSMB4 PSMD13 PSMB6 SEM1 PSMB8 PSME2 PSMC2 PSMA4 PSMB3 POMP PSMB10 PSMD4 PSMA3 PSMD3 PSMA7 PSMF1 PSMA2 PSME1 PSMB1 PSMD1 PSMD6 PSMA1 PSMD8 PSMB9
KEGG_PROTEIN_EXPORT	0.286282800646686	0.471226556816669	0.369513815355253	1.14136096719887	2301	24	SEC61G SEC11A SRPRB SEC61B SPCS2 SRP14 SRP72 SRP68 OXA1L SPCS1 IMMP2L SEC61A1
KEGG_PPAR_SIGNALING_PATHWAY	0.0975467968840832	0.245185192168101	0.381355898697784	1.32458431325089	838	43	FADS2 UBC SLC27A1 PLTP PCK2 DBI CPT1A CYP27A1 ACADM SLC27A5 EHHADH ACAA1 NR1H3 ILK ACOX3 CPT1B FABP5 ACOX1
KEGG_BASE_EXCISION_REPAIR	0.000119460040616414	0.003174223936379	0.607917948232911	2.02296640349181	0	34	HMGB1P1 POLL POLE4 POLE2 POLD2 PARP2 FEN1 POLB MPG NTHL1 APEX2 OGG1 POLD4 LIG1 PARP3 NEIL1 SMUG1 APEX1 MUTYH MBD4 POLE PCNA PARP1 POLD1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.00244527247321844	0.0206736672735741	0.487905688080705	1.68713413031917	20	42	POLE4 RFC2 POLE2 ERCC2 POLD2 MNAT1 RPA3 RPA2 DDB2 ERCC1 POLD4 GTF2H5 LIG1 GTF2H2 RAD23A ERCC6 POLE PCNA POLD1 RFC4 ERCC4 RFC5 CCNH RPA1 POLE3
KEGG_MISMATCH_REPAIR	0.00914786967418546	0.0500442282176028	0.547198653121984	1.65967926851044	72	22	RFC2 POLD2 SSBP1 RPA3 RPA2 POLD4 MSH2 LIG1 MLH1 PCNA POLD1 RFC4 RFC5 EXO1 RPA1
KEGG_HOMOLOGOUS_RECOMBINATION	0.00856164383561644	0.0500442282176028	0.513818580915585	1.63037670941114	69	27	SEM1 POLD2 RAD51 SSBP1 RPA3 MUS81 RPA2 POLD4 RAD54L TOP3A XRCC3 POLD1 BLM RAD51C RPA1 EME1 NBN RAD51B RAD52 RAD54B RAD51D TOP3B XRCC2
KEGG_NON_HOMOLOGOUS_END_JOINING	0.074945295404814	0.202481550758719	0.560726420080842	1.41702104861284	547	11	POLL FEN1 XRCC4 XRCC6 XRCC5 PRKDC
KEGG_MAPK_SIGNALING_PATHWAY	0.012987012987013	0.0603896103896104	-0.203579351704238	-1.23164531630081	1	221	RPS6KA6 TAOK1 MAP3K12 CACNA2D2 BRAF RAPGEF2 FGF9 MAP3K3 TGFB3 PPP3CB CACNG7 FGF8 SRF PPP3CA MAPKAPK5 FGF22 PPP3R1 HSPA2 FGFR1 MAX DUSP6 MAPK8IP1 FGFR3 RAP1B NF1 RASA1 PRKCA BDNF MAP2K4 NLK MAPK8 SOS1 CDC42 RPS6KA3 PPM1A MAP3K2 MAP4K4 PRKACA KRAS CRK TAB2 MAP4K3 PDGFRA MAP3K7 RAP1A GADD45A FGFR2 ATF2 FGF18 MECOM
KEGG_ERBB_SIGNALING_PATHWAY	0.652660449808009	0.812134205166685	0.237254570255503	0.901981831287768	5948	77	HRAS NRG2 MAP2K2 SRC ARAF BAD MAPK10 AKT3 EIF4EBP1 NRAS AREG ABL1 SHC2 STAT5A MTOR MAPK3 GRB2 RPS6KB2 SHC1
KEGG_CALCIUM_SIGNALING_PATHWAY	0.345878136200717	0.536111111111111	-0.188751921191749	-1.04600083793493	192	114	CAMK2B VDAC3 ATP2A2 RYR3 PPP3CB CALM2 GNAQ PLCE1 CALM1 PPP3CA PPP3R1 CAMK2A GNAS P2RX7 ATP2B4 PRKCA ATP2B1 PRKACA CAMK2G PDGFRA GRIN1 PPID VDAC2P5 PLCG1
