pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_OTHER_GLYCAN_DEGRADATION	0.157812945989661	0.999974682903365	-0.500504060226353	-1.29177246679169	9951	14	NEU3 HEXA HEXB AGA FUCA1
KEGG_O_GLYCAN_BIOSYNTHESIS	0.0606938879890887	0.905228957254544	0.463236927751126	1.45125551994274	2135	20	GALNT8 ST3GAL2 GALNT10 C1GALT1C1 B4GALT5 GALNT18 GALNT5 GALNT7 GALNT11 GALNT2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.360178013607771	0.999974682903365	-0.318339835830818	-1.06639010165275	25250	43	GALT NANP HEXA HEXB GNE UGDH GMDS FPGT GNPDA2 CMAS GNPNAT1 PMM2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.919865605325546	0.999974682903365	-0.240266499195196	-0.64171402845049	58588	16	HEXA HEXB HS3ST3B1 GNS
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.586940085481955	0.999974682903365	-0.324136396000282	-0.914683697671501	38038	20	UST CSGALNACT1 DSE CHST14 CHST3 CSGALNACT2 CHPF2 B3GAT2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.242054761841652	0.999974682903365	0.439539570406285	1.1887208492381	9131	12	B4GAT1 ST3GAL2 B3GNT7 FUT8 ST3GAL3 B4GALT3 CHST2 B4GALT2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.421685726387124	0.999974682903365	0.33016222361003	1.01978240874082	14933	19	GLCE NDST1 HS3ST1 B3GALT6 EXTL3 B4GALT7 XYLT2 B3GAT1
KEGG_GLYCEROLIPID_METABOLISM	0.406126221283338	0.999974682903365	0.272461066896859	1.02180385074614	12303	41	ALDH7A1 GPAM GK GPAT3 MBOAT1 MGLL DGKG DGKI
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.723746716593081	0.999974682903365	-0.245178077256511	-0.851047621929477	51799	52	PLCE1 IPMK PIK3C2A PLCD4 INPPL1 OCRL INPP5B PIKFYVE PI4KB PIK3C3
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.886926602012697	0.999974682903365	-0.239083059203044	-0.698179269505678	58255	23	PIGN PIGB
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.0301401349447616	0.800866442817952	0.345221937551132	1.41462972172414	812	62	PLA2G15 PEMT GPAM GPD1L CHKB GPD1 PGS1 PTDSS1 GPAT3 PLA2G4A CHKA PLA2G2D MBOAT1 PCYT2 DGKG LYPLA2 LCAT
KEGG_ETHER_LIPID_METABOLISM	0.490427841830025	0.999974682903365	-0.339720392651373	-0.981587527391797	32072	22	PAFAH2 CHPT1 PLA2G6 AGPS JMJD7-PLA2G4B PAFAH1B2 LPCAT1 PLA2G4B LPCAT4
KEGG_ARACHIDONIC_ACID_METABOLISM	0.0517140300533802	0.905228957254544	0.406536826633199	1.43076247485838	1675	31	CBR3 TBXAS1 CYP2C8 PTGS2 PTGS1 PLA2G4A PLA2G2D GPX1 ALOX15B EPHX2 GPX4 CYP2E1
KEGG_LINOLEIC_ACID_METABOLISM	0.473739303378431	0.999974682903365	0.370544759477133	0.978469117290294	18102	11	CYP2C8 PLA2G4A PLA2G2D CYP2E1
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.675949495978006	0.999974682903365	0.334081933282424	0.829403049970338	26553	9	PLA2G4A PLA2G2D ACOX1
KEGG_SPHINGOLIPID_METABOLISM	0.500878578917059	0.999974682903365	-0.309889080766828	-0.975449964947967	33920	32	GALC NEU3 SPHK2 UGT8
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.537519440124417	0.999974682903365	0.313894660700698	0.93988351621241	19354	17	ST3GAL4 B4GAT1 B3GNT4
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.446244477172312	0.999974682903365	-0.420683143077745	-1.01775384512573	27572	11	HEXA HEXB
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.65612203934163	0.999974682903365	-0.347571548877913	-0.861017309051471	40859	12	HEXA HEXB ST6GALNAC3 ST3GAL5
KEGG_PYRUVATE_METABOLISM	0.798785588153289	0.999974682903365	0.226822241233954	0.805106599064177	25783	32	ALDH7A1 ACACB GRHPR ACSS2 PKM ALDH2 MDH1 PDHA1
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.842456629983191	0.999974682903365	-0.278429718762811	-0.718611242577516	53126	14	ACO1 ACO2 HAO1
KEGG_PROPANOATE_METABOLISM	0.302208588957055	0.999974682903365	0.313988230459983	1.0959879361983	9851	30	ALDH7A1 ALDH6A1 ACACB ACSS2 EHHADH MMUT ACADM ALDH2 SUCLG1 ECHS1
KEGG_BUTANOATE_METABOLISM	0.659966297544535	0.999974682903365	0.258369501100173	0.877975939024206	21931	27	ALDH7A1 ACSM1 ACADS EHHADH AACS OXCT2 ALDH2 PDHA1 ECHS1
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.205734115508552	0.999974682903365	0.413232211910909	1.21658714973922	7469	16	MTHFD2L SHMT1 MTFMT
KEGG_RIBOFLAVIN_METABOLISM	0.659637249593936	0.999974682903365	0.300968579472908	0.852966801436511	24366	14	ACP3 RFK FLAD1 PHPT1 ACP5 MTMR2 ACP6
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.483420512583129	0.999974682903365	-0.349446161632589	-0.986105575317533	31329	20	ENPP1 NMNAT3 NT5C3A NT5E CD38 PNP
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.25593860010783	0.999974682903365	-0.457215319404782	-1.18004669279877	16139	14	ENPP1 PANK3 PPCS DPYD VNN2 PANK2 UPB1 COASY ENPP3 PPCDC PANK4 BCAT2
KEGG_FOLATE_BIOSYNTHESIS	0.836534122248408	0.999974682903365	0.293823484712961	0.702630070208478	33365	8	PTS SPR
KEGG_RETINOL_METABOLISM	0.470274190313074	0.999974682903365	-0.35274465109674	-0.995413615318687	30477	20	RDH16 RDH5 CYP26B1
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.747312449427812	0.999974682903365	0.254708815396206	0.819523652740655	25859	22	UROD UROS FTH1 HMOX1 MMAB BLVRA ALAS1 COX15
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.604843341203497	0.999974682903365	-0.355357170960268	-0.898986731937231	37913	13	HMGCR PDSS1 HMGCS1 GGPS1 ACAT2 MVK
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.388179534329595	0.999974682903365	0.409771145170027	1.05059151476791	14987	10	ALDH7A1 EHHADH YOD1 ALDH2 ECHS1
KEGG_NITROGEN_METABOLISM	0.158447553106307	0.999974682903365	-0.481606861247983	-1.28629617568848	10091	16	CA5B CA4 HAL GLS CPS1 ASNS
KEGG_SULFUR_METABOLISM	0.733390161961591	0.999974682903365	0.32803221874268	0.784434576803742	29251	8	SUOX CHST11
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.78174888537322	0.999974682903365	-0.243870657995859	-0.804925378486285	54354	40	SEPSECS TARS3 EARS2 FARSB AARS2 TARS2 YARS1 MARS2 EPRS1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.555443855480412	0.999974682903365	0.270731111750709	0.936874402024896	18232	29	CYP2C8 CYP1A1 GSTM1 GSTM2 MGST3 MGST1 CYP2E1 ALDH3B1 GSTO1 GSTM4 GSTM5 GSTK1 DHDH
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.3113508834766	0.999974682903365	-0.363670186733629	-1.11282943828444	20862	28	FMO5 GSTO2 FMO4 FMO1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.539142461964039	0.999974682903365	-0.331851473911691	-0.94737083465936	35081	21	UMPS UCK1 UCK2 ITPA DPYD
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.730514590969795	0.999974682903365	0.262219725836985	0.821497168643786	25708	20	ACOT2 ELOVL6 ACOX1 ACOT7 YOD1 HACD1 SCD5
KEGG_ABC_TRANSPORTERS	0.970602571132639	0.999974682903365	0.180316777622246	0.623992462918166	31860	29	ABCA1 ABCB6 ABCD3 ABCC5 ABCG1 TAP1 ABCB9
KEGG_RIBOSOME	8.38574423480084e-05	0.0155974842767296	0.445027488556096	1.94435883255196	1	87	RPS19 RPS15A RPS21 RPL31 RPS26 RPL28 RPS27 RPL32 RPS29 RPL18A RPL37A RPL8 RPL10L RPL37 RPL35 RPL27A RPL27 RPL36 RPS10 RPL19 RPL23A RPS4Y1 RPS28 RPLP1 RPL21 RPL18 RPL13 RPL26 RPL11 RPL10 RPL30 RPS11 RPL39 RPL13A RPS15 RPS2 RPS4X RPL4 RPL12 UBA52 RPLP2 RPS3 RPS18 RPL9 RPS16 RPL15 RPS20 RPL34 RPL24 RPL38
KEGG_RNA_DEGRADATION	0.401712949510882	0.999974682903365	-0.294598044260681	-1.03622047327028	29032	56	DCP1A XRN1 LSM5 PAPOLA MTREX TENT4A CNOT7 PAPOLG EXOSC8 CNOT8 CNOT6L DIS3 CNOT9 CNOT6
KEGG_RNA_POLYMERASE	0.274621888769799	0.999974682903365	-0.370402123461172	-1.14187298370483	18447	29	POLR2J2 POLR1B POLR3G POLR1D POLR2B POLR3GL POLR3A POLR1A POLR2J POLR1C POLR2A POLR3F POLR2L POLR2G ZNRD1
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.603242939357626	0.999974682903365	-0.290493782626995	-0.908429444523259	40774	31	TAF1 TBP GTF2E1 TAF9B TAF2 GTF2IRD1 TAF4 TAF13 GTF2E2 TAF1L GTF2H3 GTF2H1 GTF2H2 TAF11
KEGG_DNA_REPLICATION	0.882666120610218	0.999974682903365	-0.225461346660777	-0.723181330185723	60346	35	POLA1 MCM4 RNASEH2B POLA2 RFC5 POLE3 RFC4 RNASEH2C POLD3 PRIM2
KEGG_SPLICEOSOME	0.00655413110768575	0.24381367720591	-0.377583331738423	-1.49927359830305	522	123	HNRNPA1L2 SF3A3 RBM22 THOC2 EFTUD2 LSM5 ACIN1 CDC5L BCAS2 PRPF40A HNRNPA3 PRPF8 RBM25 HNRNPU RBM17 PRPF4 PRPF18 HNRNPM MAGOH SF3B3 SF3B4 SART1 TRA2B PRPF19 SNRPA DHX15 CTNNBL1 SNRPD1 SF3B1 PRPF3 SNRNP200 SNRPE USP39 SRSF1 DDX46 CHERP SRSF5 SRSF10 DHX8 DDX42 SRSF2 THOC1 HNRNPA1 SNRPA1 HNRNPC SRSF9 PQBP1 SNRNP27 U2SURP HNRNPK NCBP2
KEGG_PROTEASOME	0.982204382003679	0.999974682903365	0.167533697112352	0.634800387187215	29362	43	PSMA1 PSMB3 PSMB10 PSMB6 PSMC3 PSMA5 PSMA7 PSMB4 PSMA4 PSMD1 PSMB7 PSMB8 PSME1 PSMC4 IFNG PSMB2 PSMD11 PSMC2
KEGG_PROTEIN_EXPORT	0.791870239431918	0.999974682903365	-0.263676334680203	-0.777966819955913	52188	24	SRP9P1 HSPA5 SEC63 SRP19 SEC62 SRP72 SRP54 SPCS1
KEGG_PPAR_SIGNALING_PATHWAY	0.307275464124436	0.999974682903365	0.285729738474556	1.08265591782954	9185	43	GK SLC27A1 CYP27A1 PLTP MMP1 ANGPTL4 ACSL6 ACOX1 CPT1A EHHADH CPT1B ACADM PPARG SCD5 FABP3 LPL PLIN1 PCK2 RXRA
KEGG_BASE_EXCISION_REPAIR	0.973635977067113	0.999974682903365	-0.188519521434798	-0.601110724734362	66400	34	NEIL2 HMGB1 PARP4 PARP2 APEX1 POLE3 HMGB1P1 TDG POLD3 NTHL1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.952939997422939	0.999974682903365	-0.196966330745411	-0.656532443074197	66559	42	ERCC8 ERCC3 CCNH RFC5 ERCC5 CDK7 POLE3 CUL4A ERCC6 XPA GTF2H3 XPC RFC4 POLD3 GTF2H1
KEGG_MISMATCH_REPAIR	0.922352365515765	0.999974682903365	-0.227077681580415	-0.656117868723654	60319	22	MSH6 PMS2 MSH3 RFC5 EXO1
KEGG_HOMOLOGOUS_RECOMBINATION	0.547454260953298	0.999974682903365	0.276888013403294	0.940904450940016	18192	27	EME1 RAD50 RPA3 POLD2 RAD51 RPA2 POLD4 RAD54L SSBP1
KEGG_NON_HOMOLOGOUS_END_JOINING	0.711663888394375	0.999974682903365	-0.338758617356416	-0.819554790956412	43972	11	LIG4 DCLRE1C MRE11 XRCC5 PRKDC XRCC4
KEGG_MAPK_SIGNALING_PATHWAY	0.273203756278663	0.999974682903365	0.211039508640237	1.05714211429176	3752	221	DUSP6 CACNA1I CACNB4 GNA12 CACNB3 FGF18 ARRB2 PDGFB HRAS NTRK2 CACNA1A DUSP16 CACNA1G FGFR2 PLA2G4A HSPA2 CACNA1H FGF17 CD14 IL1B GADD45G DUSP7 PLA2G2D TRAF2 CHP1 TAB2 ECSIT TGFB2 MAP4K3 CACNA2D4 IL1R1 PTPN7 NGF CACNB1 GADD45A CACNG2 CACNA1D DUSP1 TGFBR1 FGF12 TNFRSF1A MAPK10 MAP2K6 DUSP10 MAPK13 FGF8 ATF2 MAPKAPK3 MAP3K20 NLK FOS FLNA RASGRP1 JUND MKNK1 MAP3K13
KEGG_ERBB_SIGNALING_PATHWAY	0.92668113953891	0.999974682903365	-0.196563104308892	-0.729930747145308	69577	77	PIK3R3 CBL ABL1 PRKCB NRG3 MAP2K7 MAPK1 RAF1 MAPK8 CAMK2D STAT5B TGFA SOS1 PIK3R5 PIK3CG MAPK3 BRAF GAB1 EIF4EBP1 ERBB2 ELK1
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0681355129116323	0.905228957254544	0.273279310626988	1.24500514677449	1437	112	CACNA1I HRH2 CALML6 SLC8A2 ADORA2B TNNC2 PLCB3 SLC25A4 PTAFR CHRM5 CACNA1A CAMK2G CACNA1G PHKA1 CACNA1H CAMK2B PHKG2 P2RX1 F2R GRPR CHP1 PLCD3 ATP2B2 SLC25A5 CACNA1D GRIN2D GRIN1 RYR1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.19928241303819	0.999974682903365	0.225427920538863	1.09682592382603	3276	175	TNFRSF11A LTBR TNFRSF4 IL11RA CD40LG IL10RB PDGFB EDA ACVR1B IL19 CCR6 VEGFA CCL2 TNFRSF12A TNFSF13B IL1B TNFRSF17 PDGFC CCL1 CCR2 BMPR1A CXCL16 TGFB2 PLEKHO2 IL1R1 FLT3 LTB TNFSF14 CCL19 TGFBR1 IL17A GDF5 TNFRSF9 TNFRSF1A LIF TNFRSF14 IL21
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.943410994924479	0.999974682903365	-0.185199293428238	-0.752701524915279	77137	148	PIK3R3 CCL28 VAV3 JAK2 GNB5 ROCK1 PRKX GRK3 PRKCB PXN GRK4 GSK3A GNB1 MAPK1 RAF1 ADCY3 TIAM2 GNAI1 STAT5B CXCL10 SOS1 CCR10 ADCY7 PIK3R5 CCL22 CHUK VAV2 PIK3CG MAPK3 BRAF CXCL5 CXCR5 CCL4 GNB3 PTK2B DOCK2 CCL25 NFKB1 FGR PIK3R1 CXCL8 RELA GNAI3 GNB4 IKBKB AKT3 ITK PTK2 GNGT2 AKT1 LYN IKBKG SOS2 RAP1B
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.794649860701631	0.999974682903365	-0.225095712844973	-0.818674613028769	58757	68	PLCE1 PIK3R3 PIK3C2A PLCD4 PRKCB INPPL1 OCRL INPP5B PIKFYVE PI4KB PIK3C3 PIP5K1C PIK3R5 PIK3CG IPPK PIP5K1B DGKE
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.0638770433546553	0.905228957254544	0.28246988551042	1.26502597951712	1437	100	GRIK2 HRH2 ADORA2B GRIK4 GRM4 GRM8 CHRNA2 PTAFR GRIN3A CHRM5 S1PR5 CHRNA6 P2RX1 F2R GRPR LPAR1 TRPV1 P2RY11 GABBR1 GRID1 GRIN2D GRIN1
KEGG_CELL_CYCLE	0.145658579399411	0.999974682903365	-0.301917260739789	-1.19776090551153	11616	122	SMC3 CREBBP ANAPC10 ANAPC1 EP300 CDC23 HDAC2 ABL1 ORC4 ORC2 CDC14B ANAPC4 SKP2 ANAPC7 CDC27 MCM4 YWHAG ATR CCNH CCNB3 E2F2 CCNB2 ORC5 TFDP2 CDC26 SMC1B CDC20 CDK7 CDC14A TP53 SMC1A CCNA1 ATM CDC16 E2F5 YWHAZ BUB3 DBF4 CDKN2A
KEGG_OOCYTE_MEIOSIS	0.327956432877138	0.999974682903365	-0.279135166907523	-1.0736751350844	25352	97	SMC3 RPS6KA6 ANAPC10 ANAPC1 CDC23 PRKX ANAPC4 ANAPC7 CDC27 SLK YWHAG STAG3 PPP2R1A MAPK1 ADCY3 SGO1 PPP1CC CCNB2 CAMK2D
KEGG_P53_SIGNALING_PATHWAY	0.194250575319727	0.999974682903365	0.277917459448663	1.14916043639334	5148	65	TP73 SFN EI24 SERPINE1 IGFBP3 CCNE2 GADD45G CYCS CDK4 SESN1 IGF1 GADD45A ADGRB1 PMAIP1 RCHY1 PERP STEAP3
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.143240790242568	0.999974682903365	-0.298908180984376	-1.19653985169949	11520	131	ERCC8 RHOBTB2 UBE2NL CUL2 DET1 ANAPC10 ANAPC1 CUL5 CBL CDC23 MAP3K1 FANCL ANAPC4 SKP2 UBE3A ANAPC7 CDC27 FBXW8 UBR5 UBA6 SIAH1 BIRC6 WWP2 XIAP UBE2Q2 PRPF19 UBE2O CDC26 ITCH CDC20 BRCA1 PRKN UBOX5 HUWE1 PIAS4 SYVN1 PIAS2 TRIM37 UBE2K UBE2G2 CDC16 CUL4A
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.930114525589083	0.999974682903365	-0.210288529824346	-0.674513573938602	63590	35	SNAP23 BNIP1 VAMP2 STX17 VTI1B VAMP4 STX7 STX2 BET1
KEGG_REGULATION_OF_AUTOPHAGY	0.842298461104052	0.999974682903365	0.239498376639714	0.739746142816271	29829	19	GABARAPL2 ULK2 GABARAPL1 BECN1 ATG4D
KEGG_LYSOSOME	0.982765187583317	0.999974682903365	0.161779958880076	0.737940199259996	20641	113	PLA2G15 IDUA CTSL ATP6V0B LAPTM4B MCOLN1 MANBA CLTB ATP6V0C CTSW DNASE2 ATP6V0A1 CTSD GM2A AP3B2 CTSF LAPTM4A ABCB9 M6PR LAMP3 AP1S1 CTSB CTSV ACP5 CLTA LIPA PPT1 GLB1 SMPD1 GALNS MAN2B1 TCIRG1 NAGA AP1B1
KEGG_ENDOCYTOSIS	0.950744281737868	0.999974682903365	-0.182874800209435	-0.75082582268323	78559	162	ARAP3 RAB11FIP2 DNM1L RAB11FIP5 VPS4B CHMP3 CBL FGFR4 RABEP1 GRK3 RAB11FIP1 EPS15 LDLR EEA1 VPS37C GRK4 RAB4A NTRK1 AGAP1 HLA-C VPS25 PARD6G GIT2 STAMBP PIKFYVE RUFY1 ACAP2 CHMP5 PDCD6IP SNF8 ITCH ARFGAP2 IQSEC1 VPS37B PIP5K1C USP8
KEGG_PEROXISOME	0.937909158399136	0.999974682903365	-0.195286028081848	-0.712040605777967	69484	69	PEX10 HACL1 ACSL5 AGPS PHYH ABCD4 PEX6 HAO1 PEX11B PXMP4 FAR2 PEX3 IDH1 HMGCL PEX1 SCP2 PXMP2
